Year,Quarter,Month,Day,Sum of customer_id,Sum of delivery_partner_id,delivery_status,Year,Quarter,Month,Day,Sum of order_id,Sum of order_total,payment_method,Year,Quarter,Month,Day,Sum of store_id
2023,Qtr 4,November,26,32203588,12863,On Time,2023,Qtr 4,November,26,992302540,198.72,Wallet,2023,Qtr 4,November,26,956
2023,Qtr 4,November,26,112041481,128531,Significantly Delayed,2023,Qtr 4,November,26,9010978008,1766.78,Cash,2023,Qtr 4,November,26,7628
2023,Qtr 4,November,26,22800586,46549,Slightly Delayed,2023,Qtr 4,November,26,7326709115,783.96,Card,2023,Qtr 4,November,26,1365
2023,Qtr 4,November,27,91757692,148670,On Time,2023,Qtr 4,November,27,16557636931,480.69,Card,2023,Qtr 4,November,27,4762
2023,Qtr 4,November,27,183371821,137908,On Time,2023,Qtr 4,November,27,15946141737,3547.02,Cash,2023,Qtr 4,November,27,11851
2023,Qtr 4,November,27,59398136,22292,On Time,2023,Qtr 4,November,27,8403006958,1272.55,UPI,2023,Qtr 4,November,27,9004
2023,Qtr 4,November,27,101188726,58212,On Time,2023,Qtr 4,November,27,10149026650,6851.08,Wallet,2023,Qtr 4,November,27,4810
2023,Qtr 4,November,27,19581959,42058,Significantly Delayed,2023,Qtr 4,November,27,365104159,1770.48,Card,2023,Qtr 4,November,27,5202
2023,Qtr 4,November,27,2361575,44956,Significantly Delayed,2023,Qtr 4,November,27,5931307224,4401.93,Cash,2023,Qtr 4,November,27,7790
2023,Qtr 4,November,27,74179536,81664,Significantly Delayed,2023,Qtr 4,November,27,4467471002,1496.97,Wallet,2023,Qtr 4,November,27,2206
2023,Qtr 4,November,27,46989310,31527,Slightly Delayed,2023,Qtr 4,November,27,4378877600,1365.37,Wallet,2023,Qtr 4,November,27,8602
2023,Qtr 4,November,28,67749649,70464,On Time,2023,Qtr 4,November,28,9271384187,3778.41,Card,2023,Qtr 4,November,28,7338
2023,Qtr 4,November,28,228888530,214688,On Time,2023,Qtr 4,November,28,22453643018,9852.04,Wallet,2023,Qtr 4,November,28,17280
2023,Qtr 4,November,28,95371787,39985,Significantly Delayed,2023,Qtr 4,November,28,7067924535,422.14,Cash,2023,Qtr 4,November,28,4804
2023,Qtr 4,November,28,61753272,66125,Slightly Delayed,2023,Qtr 4,November,28,9865566300,2566.27,UPI,2023,Qtr 4,November,28,7265
2023,Qtr 4,November,29,255535668,230414,On Time,2023,Qtr 4,November,29,17142596250,5174.33,Card,2023,Qtr 4,November,29,9852
2023,Qtr 4,November,29,220743547,172844,On Time,2023,Qtr 4,November,29,25469035824,3209.09,Cash,2023,Qtr 4,November,29,10471
2023,Qtr 4,November,29,93675757,62399,On Time,2023,Qtr 4,November,29,4348167632,2152.66,UPI,2023,Qtr 4,November,29,3894
2023,Qtr 4,November,29,105645893,136409,Slightly Delayed,2023,Qtr 4,November,29,16657681325,2440.06,UPI,2023,Qtr 4,November,29,13051
2023,Qtr 4,November,30,88532418,4796,On Time,2023,Qtr 4,November,30,1745045814,3143.65,Card,2023,Qtr 4,November,30,2971
2023,Qtr 4,November,30,23380116,83133,On Time,2023,Qtr 4,November,30,6782020758,1979.99,Cash,2023,Qtr 4,November,30,7482
2023,Qtr 4,November,30,216773675,173239,On Time,2023,Qtr 4,November,30,13055871976,5238.94,Wallet,2023,Qtr 4,November,30,11297
2023,Qtr 4,November,30,80952275,18718,On Time,2023,Qtr 4,November,30,448732557,1385.54,Wallet,2023,Qtr 4,December,1,3163
2023,Qtr 4,November,30,16436359,6570,Slightly Delayed,2023,Qtr 4,November,30,6749594412,3392.98,Cash,2023,Qtr 4,November,30,2412
2023,Qtr 4,December,1,115099939,84576,On Time,2023,Qtr 4,December,1,9924952526,8623.01,Card,2023,Qtr 4,December,1,16843
2023,Qtr 4,December,1,115639817,181418,On Time,2023,Qtr 4,December,1,19907573138,6552.64,UPI,2023,Qtr 4,December,1,21128
2023,Qtr 4,December,1,48106822,162374,On Time,2023,Qtr 4,December,1,11668628571,3183.35,Wallet,2023,Qtr 4,December,1,8726
2023,Qtr 4,December,2,31410874,112756,On Time,2023,Qtr 4,December,2,15724049879,3104.04,Cash,2023,Qtr 4,December,2,2986
2023,Qtr 4,December,2,87200291,3729,On Time,2023,Qtr 4,December,2,8309485249,624.16,UPI,2023,Qtr 4,December,2,9772
2023,Qtr 4,December,2,111332240,169354,On Time,2023,Qtr 4,December,2,21076241919,1841.22,Wallet,2023,Qtr 4,December,2,16661
2023,Qtr 4,December,2,58115779,11489,Significantly Delayed,2023,Qtr 4,December,2,3193016310,803.12,Cash,2023,Qtr 4,December,2,9359
2023,Qtr 4,December,3,11071601,70241,On Time,2023,Qtr 4,December,3,2808133351,2922.68,Cash,2023,Qtr 4,December,3,3774
2023,Qtr 4,December,3,165400436,84924,On Time,2023,Qtr 4,December,3,16579773659,7435.8,UPI,2023,Qtr 4,December,3,7755
2023,Qtr 4,December,3,179471542,132671,On Time,2023,Qtr 4,December,3,9414733252,7651.6,Wallet,2023,Qtr 4,December,3,13591
2023,Qtr 4,December,3,33544355,39274,Significantly Delayed,2023,Qtr 4,December,3,6605882211,4248.77,UPI,2023,Qtr 4,December,3,1654
2023,Qtr 4,December,3,46615831,33069,Slightly Delayed,2023,Qtr 4,December,3,8255275254,3313.64,UPI,2023,Qtr 4,December,3,3327
2023,Qtr 4,December,4,24043135,36301,On Time,2023,Qtr 4,December,4,4645792703,2627.96,UPI,2023,Qtr 4,December,4,5858
2023,Qtr 4,December,4,40587811,34564,On Time,2023,Qtr 4,December,4,5828325906,4230.58,Wallet,2023,Qtr 4,December,4,4046
2023,Qtr 4,December,4,24896263,39820,Slightly Delayed,2023,Qtr 4,December,3,9171564499,3112.29,Card,2023,Qtr 4,December,4,6802
2023,Qtr 4,December,4,111810868,82361,Slightly Delayed,2023,Qtr 4,December,4,16390878844,3326.63,Card,2023,Qtr 4,December,4,7804
2023,Qtr 4,December,4,11047835,92861,Slightly Delayed,2023,Qtr 4,December,4,2288561509,1272.76,Cash,2023,Qtr 4,December,4,4436
2023,Qtr 4,December,4,33871107,76472,Slightly Delayed,2023,Qtr 4,December,4,4022122330,4022.8,UPI,2023,Qtr 4,December,4,7115
2023,Qtr 4,December,5,243838,19268,On Time,2023,Qtr 4,December,5,9820620357,508,Card,2023,Qtr 4,December,5,2638
2023,Qtr 4,December,5,68561803,126228,On Time,2023,Qtr 4,December,5,20392239691,9462.81,Cash,2023,Qtr 4,December,5,20825
2023,Qtr 4,December,5,70243933,82494,On Time,2023,Qtr 4,December,5,9096638812,3559.69,UPI,2023,Qtr 4,December,5,5392
2023,Qtr 4,December,5,34853377,85815,Significantly Delayed,2023,Qtr 4,December,5,4247338382,989.88,Cash,2023,Qtr 4,December,5,5115
2023,Qtr 4,December,5,77007315,37146,Slightly Delayed,2023,Qtr 4,December,5,7478396641,1568,Card,2023,Qtr 4,December,5,1435
2023,Qtr 4,December,5,41146001,97076,Slightly Delayed,2023,Qtr 4,December,5,2929883167,918.58,UPI,2023,Qtr 4,December,5,9623
2023,Qtr 4,December,6,152950925,81559,On Time,2023,Qtr 4,December,6,8727135244,2823.85,Card,2023,Qtr 4,December,6,5124
2023,Qtr 4,December,6,73243617,132583,On Time,2023,Qtr 4,December,6,7863300377,1733.65,UPI,2023,Qtr 4,December,6,3470
2023,Qtr 4,December,6,225017075,239390,On Time,2023,Qtr 4,December,6,14771435424,6187.6,Wallet,2023,Qtr 4,December,6,7412
2023,Qtr 4,December,6,79960955,59573,Significantly Delayed,2023,Qtr 4,December,6,2955277471,2514.46,UPI,2023,Qtr 4,December,6,329
2023,Qtr 4,December,6,3399251,9955,Significantly Delayed,2023,Qtr 4,December,6,6409437174,1348.39,Wallet,2023,Qtr 4,December,6,866
2023,Qtr 4,December,6,97816250,127631,Slightly Delayed,2023,Qtr 4,December,6,12894783331,2655.72,UPI,2023,Qtr 4,December,6,9043
2023,Qtr 4,December,7,33331259,18845,On Time,2023,Qtr 4,December,7,184844043,2146.32,Card,2023,Qtr 4,December,7,6656
2023,Qtr 4,December,7,266362543,121212,On Time,2023,Qtr 4,December,7,28940720347,9338.97,UPI,2023,Qtr 4,December,7,25043
2023,Qtr 4,December,7,29811992,94471,On Time,2023,Qtr 4,December,7,15922459895,1800.85,Wallet,2023,Qtr 4,December,7,2964
2023,Qtr 4,December,7,5751638,1722,Significantly Delayed,2023,Qtr 4,December,7,5933289680,2950.6,Wallet,2023,Qtr 4,December,7,9869
2023,Qtr 4,December,7,47295676,33058,Slightly Delayed,2023,Qtr 4,December,7,6384313098,3180.96,Card,2023,Qtr 4,December,7,1995
2023,Qtr 4,December,7,92306841,88145,Slightly Delayed,2023,Qtr 4,December,7,2300753276,1745.73,Cash,2023,Qtr 4,December,7,2387
2023,Qtr 4,December,7,91144803,73322,Slightly Delayed,2023,Qtr 4,December,7,6231311270,2173.29,UPI,2023,Qtr 4,December,7,9174
2023,Qtr 4,December,7,53636086,40065,Slightly Delayed,2023,Qtr 4,December,7,3928003125,1809.81,Wallet,2023,Qtr 4,December,7,3602
2023,Qtr 4,December,8,204548259,171661,On Time,2023,Qtr 4,December,8,27802176593,8272.63,UPI,2023,Qtr 4,December,8,15539
2023,Qtr 4,December,8,51503088,60196,On Time,2023,Qtr 4,December,8,32604190,1169.84,Wallet,2023,Qtr 4,December,8,7220
2023,Qtr 4,December,8,89968482,53810,Significantly Delayed,2023,Qtr 4,December,8,9982178143,2530.45,Card,2023,Qtr 4,December,8,2963
2023,Qtr 4,December,8,139163898,75670,Slightly Delayed,2023,Qtr 4,December,8,13227336611,871.71,Cash,2023,Qtr 4,December,8,11955
2023,Qtr 4,December,8,29584848,33620,Slightly Delayed,2023,Qtr 4,December,8,8348125769,3498.69,UPI,2023,Qtr 4,December,8,4692
2023,Qtr 4,December,9,69219122,11046,On Time,2023,Qtr 4,December,9,9039933820,2739.91,Card,2023,Qtr 4,December,9,6194
2023,Qtr 4,December,9,157936915,83753,On Time,2023,Qtr 4,December,9,18665721935,8211.94,Cash,2023,Qtr 4,December,9,17065
2023,Qtr 4,December,9,107389278,103431,On Time,2023,Qtr 4,December,9,12779953035,3240.36,Wallet,2023,Qtr 4,December,9,10565
2023,Qtr 4,December,9,50758064,85555,Significantly Delayed,2023,Qtr 4,December,9,4938039222,6732.72,Card,2023,Qtr 4,December,9,7144
2023,Qtr 4,December,9,34655710,48559,Significantly Delayed,2023,Qtr 4,December,9,3776678112,2429.82,Cash,2023,Qtr 4,December,9,3210
2023,Qtr 4,December,9,77214827,63089,Slightly Delayed,2023,Qtr 4,December,9,10876608860,2661.06,Cash,2023,Qtr 4,December,9,15021
2023,Qtr 4,December,9,12989584,58477,Slightly Delayed,2023,Qtr 4,December,9,4497649248,4174.03,UPI,2023,Qtr 4,December,9,14747
2023,Qtr 4,December,10,244728537,90832,On Time,2023,Qtr 4,December,10,21065117052,10704.66,Card,2023,Qtr 4,December,10,19656
2023,Qtr 4,December,10,120605252,162858,On Time,2023,Qtr 4,December,10,16538140909,9765.87,Cash,2023,Qtr 4,December,10,19652
2023,Qtr 4,December,10,197798844,177690,On Time,2023,Qtr 4,December,10,18397965337,11978.87,UPI,2023,Qtr 4,December,10,10755
2023,Qtr 4,December,10,122743120,83540,On Time,2023,Qtr 4,December,10,14981530945,2665.65,Wallet,2023,Qtr 4,December,10,7671
2023,Qtr 4,December,10,40392019,11814,Significantly Delayed,2023,Qtr 4,December,10,2040854480,946.86,Wallet,2023,Qtr 4,December,10,4573
2023,Qtr 4,December,10,32777470,39501,Slightly Delayed,2023,Qtr 4,December,10,12272892731,4363.12,Cash,2023,Qtr 4,December,10,18715
2023,Qtr 4,December,11,110575712,31048,On Time,2023,Qtr 4,December,11,11432353114,7032.91,Card,2023,Qtr 4,December,11,15783
2023,Qtr 4,December,11,81013462,125227,On Time,2023,Qtr 4,December,11,10015357605,5551.8,UPI,2023,Qtr 4,December,11,7562
2023,Qtr 4,December,11,70923703,87889,On Time,2023,Qtr 4,December,11,10172702046,3190.09,Wallet,2023,Qtr 4,December,11,12880
2023,Qtr 4,December,12,43678514,158692,On Time,2023,Qtr 4,December,12,5422348597,2624.62,Card,2023,Qtr 4,December,12,3065
2023,Qtr 4,December,12,97351872,88868,On Time,2023,Qtr 4,December,12,10719630675,7940.22,Cash,2023,Qtr 4,December,12,6978
2023,Qtr 4,December,12,18113428,40803,On Time,2023,Qtr 4,December,12,5367488413,3863.99,UPI,2023,Qtr 4,December,12,2328
2023,Qtr 4,December,12,46564935,56067,On Time,2023,Qtr 4,December,12,8208755570,3751.55,Wallet,2023,Qtr 4,December,12,9133
2023,Qtr 4,December,12,21701991,70252,Significantly Delayed,2023,Qtr 4,December,12,4678456188,3601.48,Card,2023,Qtr 4,December,12,1864
2023,Qtr 4,December,12,35705377,66569,Significantly Delayed,2023,Qtr 4,December,12,8065774615,1757.08,Wallet,2023,Qtr 4,December,12,3477
2023,Qtr 4,December,12,19216141,69717,Slightly Delayed,2023,Qtr 4,December,12,8774158800,693.48,Cash,2023,Qtr 4,December,12,9309
2023,Qtr 4,December,12,48150243,16201,Slightly Delayed,2023,Qtr 4,December,12,1020534590,3205.74,Wallet,2023,Qtr 4,December,12,6353
2023,Qtr 4,December,13,260579962,176198,On Time,2023,Qtr 4,December,13,10103322505,5373.09,Card,2023,Qtr 4,December,13,26590
2023,Qtr 4,December,13,64316806,38853,On Time,2023,Qtr 4,December,13,5085860780,697.53,Cash,2023,Qtr 4,December,13,1364
2023,Qtr 4,December,13,43518291,53110,On Time,2023,Qtr 4,December,13,6348487855,8507.13,UPI,2023,Qtr 4,December,13,3480
2023,Qtr 4,December,13,83967259,87392,Significantly Delayed,2023,Qtr 4,December,13,11561882223,9288.97,UPI,2023,Qtr 4,December,13,4738
2023,Qtr 4,December,13,25722990,3704,Slightly Delayed,2023,Qtr 4,December,13,4354264440,1607.15,Cash,2023,Qtr 4,December,13,3183
2023,Qtr 4,December,14,156001469,203288,On Time,2023,Qtr 4,December,14,15845104212,2264.64,Card,2023,Qtr 4,December,14,20946
2023,Qtr 4,December,14,18935489,37264,On Time,2023,Qtr 4,December,14,8010347195,341.75,UPI,2023,Qtr 4,December,14,6055
2023,Qtr 4,December,14,32054313,25706,On Time,2023,Qtr 4,December,14,8764776130,1622.5,Wallet,2023,Qtr 4,December,14,7304
2023,Qtr 4,December,14,14428954,80011,Significantly Delayed,2023,Qtr 4,December,14,977290328,4122.35,Cash,2023,Qtr 4,December,14,5087
2023,Qtr 4,December,14,76604145,48388,Slightly Delayed,2023,Qtr 4,December,14,7128308885,2541.96,Cash,2023,Qtr 4,December,14,9727
2023,Qtr 4,December,14,23348269,524,Slightly Delayed,2023,Qtr 4,December,14,7629577899,2550.73,UPI,2023,Qtr 4,December,14,8423
2023,Qtr 4,December,15,59323931,74085,On Time,2023,Qtr 4,December,15,8260569466,698.04,Card,2023,Qtr 4,December,15,8742
2023,Qtr 4,December,15,27049432,56773,On Time,2023,Qtr 4,December,15,6772651293,1303.9,UPI,2023,Qtr 4,December,15,6405
2023,Qtr 4,December,15,5716817,65599,On Time,2023,Qtr 4,December,15,3010047327,799.46,Wallet,2023,Qtr 4,December,15,4167
2023,Qtr 4,December,15,188817284,143596,Significantly Delayed,2023,Qtr 4,December,15,17007039124,5219.87,UPI,2023,Qtr 4,December,15,13975
2023,Qtr 4,December,15,91312072,81996,Slightly Delayed,2023,Qtr 4,December,15,1127125313,823.75,Card,2023,Qtr 4,December,15,8828
2023,Qtr 4,December,15,1989720,19632,Slightly Delayed,2023,Qtr 4,December,15,4419380079,3278.3,Cash,2023,Qtr 4,December,15,1701
2023,Qtr 4,December,15,13963450,88906,Slightly Delayed,2023,Qtr 4,December,15,6946959356,2630.12,Wallet,2023,Qtr 4,December,15,7218
2023,Qtr 4,December,16,76097085,110533,On Time,2023,Qtr 4,December,16,11008451838,6155.52,Card,2023,Qtr 4,December,16,18093
2023,Qtr 4,December,16,43112000,113750,On Time,2023,Qtr 4,December,16,17931774301,2632.97,Wallet,2023,Qtr 4,December,16,13514
2023,Qtr 4,December,17,53292177,38869,On Time,2023,Qtr 4,December,17,1113582397,3248.52,Card,2023,Qtr 4,December,17,7163
2023,Qtr 4,December,17,258168011,151218,On Time,2023,Qtr 4,December,17,14129848183,5733.06,Cash,2023,Qtr 4,December,17,17813
2023,Qtr 4,December,17,163136248,123414,On Time,2023,Qtr 4,December,17,13906419706,7615.08,UPI,2023,Qtr 4,December,17,22069
2023,Qtr 4,December,17,37002210,17496,Slightly Delayed,2023,Qtr 4,December,17,5282957440,2464.83,UPI,2023,Qtr 4,December,17,12585
2023,Qtr 4,December,18,42284402,101945,On Time,2023,Qtr 4,December,18,9499735851,4300.48,UPI,2023,Qtr 4,December,18,8271
2023,Qtr 4,December,18,17749347,10246,On Time,2023,Qtr 4,December,18,3589756658,3124.37,Wallet,2023,Qtr 4,December,18,7660
2023,Qtr 4,December,18,97419742,13165,Significantly Delayed,2023,Qtr 4,December,18,2642275862,5086.75,UPI,2023,Qtr 4,December,18,542
2023,Qtr 4,December,18,121389351,22931,Slightly Delayed,2023,Qtr 4,December,18,10277516065,4570.18,Card,2023,Qtr 4,December,18,16964
2023,Qtr 4,December,19,31619915,30168,On Time,2023,Qtr 4,December,19,9863502398,1379.82,Card,2023,Qtr 4,December,19,6501
2023,Qtr 4,December,19,5712468,59554,On Time,2023,Qtr 4,December,19,3797871396,2792.89,UPI,2023,Qtr 4,December,19,9116
2023,Qtr 4,December,19,46699982,17609,On Time,2023,Qtr 4,December,19,1991135167,3986.02,Wallet,2023,Qtr 4,December,19,8072
2023,Qtr 4,December,19,85340038,28894,Significantly Delayed,2023,Qtr 4,December,19,1045621584,4374.94,UPI,2023,Qtr 4,December,19,5516
2023,Qtr 4,December,19,49124964,31381,Slightly Delayed,2023,Qtr 4,December,19,7092937733,2602.66,Wallet,2023,Qtr 4,December,19,10755
2023,Qtr 4,December,20,75213636,52315,On Time,2023,Qtr 4,December,19,9358248664,637.6,Cash,2023,Qtr 4,December,20,4970
2023,Qtr 4,December,20,144606459,223487,On Time,2023,Qtr 4,December,20,21065212020,10282.45,Cash,2023,Qtr 4,December,20,21551
2023,Qtr 4,December,20,120707057,41088,On Time,2023,Qtr 4,December,20,10697774920,6428.52,Wallet,2023,Qtr 4,December,20,17703
2023,Qtr 4,December,20,55971849,7117,Significantly Delayed,2023,Qtr 4,December,20,5856838171,3115.94,Wallet,2023,Qtr 4,December,20,1390
2023,Qtr 4,December,20,99594960,91284,Slightly Delayed,2023,Qtr 4,December,20,2867008541,1763.79,Card,2023,Qtr 4,December,20,8989
2023,Qtr 4,December,21,48160359,60151,On Time,2023,Qtr 4,December,20,8447536518,4888.47,Cash,2023,Qtr 4,December,21,1132
2023,Qtr 4,December,21,85632171,310465,On Time,2023,Qtr 4,December,21,14955686703,13242.96,Card,2023,Qtr 4,December,21,23224
2023,Qtr 4,December,21,162584580,113728,On Time,2023,Qtr 4,December,21,11129452905,7029.97,Cash,2023,Qtr 4,December,21,13803
2023,Qtr 4,December,21,16561710,33736,On Time,2023,Qtr 4,December,21,3514859549,4073.75,UPI,2023,Qtr 4,December,21,8850
2023,Qtr 4,December,21,7591711,16756,On Time,2023,Qtr 4,December,21,2136907826,887.78,Wallet,2023,Qtr 4,December,21,200
2023,Qtr 4,December,21,21948041,27664,Significantly Delayed,2023,Qtr 4,December,21,5461546808,3877.99,Card,2023,Qtr 4,December,21,618
2023,Qtr 4,December,21,31328762,67233,Significantly Delayed,2023,Qtr 4,December,21,7703144556,5086.05,Cash,2023,Qtr 4,December,21,9043
2023,Qtr 4,December,21,20148223,29837,Significantly Delayed,2023,Qtr 4,December,21,1275637731,786.85,UPI,2023,Qtr 4,December,21,9107
2023,Qtr 4,December,21,6867315,57032,Significantly Delayed,2023,Qtr 4,December,21,2120411967,4769.69,Wallet,2023,Qtr 4,December,21,5498
2023,Qtr 4,December,21,30373140,99820,Slightly Delayed,2023,Qtr 4,December,21,7786002894,899.56,Cash,2023,Qtr 4,December,21,6248
2023,Qtr 4,December,22,25585013,81899,On Time,2023,Qtr 4,December,22,7389054351,3840.78,Cash,2023,Qtr 4,December,22,8356
2023,Qtr 4,December,22,16996887,137617,On Time,2023,Qtr 4,December,22,11177910074,6136.38,UPI,2023,Qtr 4,December,22,13164
2023,Qtr 4,December,22,9314637,37879,On Time,2023,Qtr 4,December,22,5288088590,2440.09,Wallet,2023,Qtr 4,December,22,6865
2023,Qtr 4,December,22,75467328,89520,Significantly Delayed,2023,Qtr 4,December,22,397818832,3963.84,Card,2023,Qtr 4,December,22,4358
2023,Qtr 4,December,22,1108176,72163,Significantly Delayed,2023,Qtr 4,December,22,5008395294,845.68,Cash,2023,Qtr 4,December,22,7381
2023,Qtr 4,December,22,3002538,42895,Slightly Delayed,2023,Qtr 4,December,22,8994776653,2384.45,UPI,2023,Qtr 4,December,22,6428
2023,Qtr 4,December,23,138996440,125584,On Time,2023,Qtr 4,December,23,7825912907,5328.58,Card,2023,Qtr 4,December,23,1704
2023,Qtr 4,December,23,79206969,69314,On Time,2023,Qtr 4,December,23,6117979297,2007.19,Cash,2023,Qtr 4,December,23,1734
2023,Qtr 4,December,23,90013329,98231,On Time,2023,Qtr 4,December,23,16141301216,5125.21,Wallet,2023,Qtr 4,December,23,12818
2023,Qtr 4,December,23,28458746,28174,Significantly Delayed,2023,Qtr 4,December,23,3951878528,372.99,Card,2023,Qtr 4,December,23,516
2023,Qtr 4,December,23,21597477,75874,Slightly Delayed,2023,Qtr 4,December,23,4703798183,3135.96,Cash,2023,Qtr 4,December,23,1584
2023,Qtr 4,December,23,14944819,99889,Slightly Delayed,2023,Qtr 4,December,23,5191429552,2418.97,UPI,2023,Qtr 4,December,23,8644
2023,Qtr 4,December,24,98673314,131093,On Time,2023,Qtr 4,December,24,7887827125,4549.96,Card,2023,Qtr 4,December,24,13318
2023,Qtr 4,December,24,108053099,104534,On Time,2023,Qtr 4,December,24,5927982319,5188.6,Cash,2023,Qtr 4,December,24,11069
2023,Qtr 4,December,24,150526151,116025,On Time,2023,Qtr 4,December,24,18656872926,13823.45,Wallet,2023,Qtr 4,December,24,17673
2023,Qtr 4,December,24,25221501,11969,Significantly Delayed,2023,Qtr 4,December,24,8257370396,160.07,Card,2023,Qtr 4,December,24,549
2023,Qtr 4,December,24,6853981,84279,Significantly Delayed,2023,Qtr 4,December,24,2886463378,141.28,UPI,2023,Qtr 4,December,24,2329
2023,Qtr 4,December,24,15931134,62672,Significantly Delayed,2023,Qtr 4,December,24,2231942521,2575.76,Wallet,2023,Qtr 4,December,24,2594
2023,Qtr 4,December,24,81757554,38923,Slightly Delayed,2023,Qtr 4,December,24,2404804990,3903.99,Wallet,2023,Qtr 4,December,24,1231
2023,Qtr 4,December,25,73869823,69281,On Time,2023,Qtr 4,December,25,2211459584,1116.17,Card,2023,Qtr 4,December,25,8760
2023,Qtr 4,December,25,204334807,179464,On Time,2023,Qtr 4,December,25,10671409094,5341.64,Cash,2023,Qtr 4,December,25,6341
2023,Qtr 4,December,25,84377964,36708,On Time,2023,Qtr 4,December,25,1913299658,1562.68,UPI,2023,Qtr 4,December,25,5543
2023,Qtr 4,December,25,75752515,22727,On Time,2023,Qtr 4,December,25,1806118907,4646.12,Wallet,2023,Qtr 4,December,25,1154
2023,Qtr 4,December,25,40434527,19670,Slightly Delayed,2023,Qtr 4,December,25,5829741995,1906.86,Card,2023,Qtr 4,December,25,7172
2023,Qtr 4,December,25,3408982,85348,Slightly Delayed,2023,Qtr 4,December,25,515408216,1665.29,UPI,2023,Qtr 4,December,25,6042
2023,Qtr 4,December,26,36517334,59769,On Time,2023,Qtr 4,December,26,155568486,936.98,UPI,2023,Qtr 4,December,26,3309
2023,Qtr 4,December,26,48943848,28472,On Time,2023,Qtr 4,December,26,6688575911,5088.41,Wallet,2023,Qtr 4,December,26,7327
2023,Qtr 4,December,26,54139038,53840,Slightly Delayed,2023,Qtr 4,December,26,379758677,1514.31,Card,2023,Qtr 4,December,26,6636
2023,Qtr 4,December,27,13796199,28092,On Time,2023,Qtr 4,December,27,9997994965,2780.28,Card,2023,Qtr 4,December,27,4117
2023,Qtr 4,December,27,114281252,84469,On Time,2023,Qtr 4,December,27,9964854032,5432.27,Cash,2023,Qtr 4,December,27,5564
2023,Qtr 4,December,27,77862447,8135,On Time,2023,Qtr 4,December,27,1955989715,1931.35,Wallet,2023,Qtr 4,December,27,6276
2023,Qtr 4,December,27,87222820,45483,Significantly Delayed,2023,Qtr 4,December,27,4219458877,951.43,Card,2023,Qtr 4,December,27,4216
2023,Qtr 4,December,27,12755730,70910,Significantly Delayed,2023,Qtr 4,December,27,359819834,2060.96,UPI,2023,Qtr 4,December,27,4535
2023,Qtr 4,December,27,2684440,92460,Slightly Delayed,2023,Qtr 4,December,27,690097648,3471.29,Cash,2023,Qtr 4,December,27,8700
2023,Qtr 4,December,28,253188354,222384,On Time,2023,Qtr 4,December,28,18886798798,9721.01,Card,2023,Qtr 4,December,28,17733
2023,Qtr 4,December,28,54619715,64535,On Time,2023,Qtr 4,December,28,436603801,838.89,Cash,2023,Qtr 4,December,28,6877
2023,Qtr 4,December,28,45028365,74072,On Time,2023,Qtr 4,December,28,2613508245,3349.73,UPI,2023,Qtr 4,December,28,8059
2023,Qtr 4,December,28,156690865,211636,On Time,2023,Qtr 4,December,28,13226174713,10031.67,Wallet,2023,Qtr 4,December,28,12091
2023,Qtr 4,December,28,82898985,82419,Slightly Delayed,2023,Qtr 4,December,28,7543192113,4768.12,Cash,2023,Qtr 4,December,28,7250
2023,Qtr 4,December,29,31084686,59790,On Time,2023,Qtr 4,December,29,475294138,2500.69,Card,2023,Qtr 4,December,29,691
2023,Qtr 4,December,29,1562083,92943,On Time,2023,Qtr 4,December,29,9020705185,71.6,Cash,2023,Qtr 4,December,29,166
2023,Qtr 4,December,29,60385293,37000,Slightly Delayed,2023,Qtr 4,December,29,1183906926,882.31,UPI,2023,Qtr 4,December,29,5200
2023,Qtr 4,December,30,96853930,29353,On Time,2023,Qtr 4,December,30,9233577456,2309.81,Card,2023,Qtr 4,December,30,9625
2023,Qtr 4,December,30,75836783,181290,On Time,2023,Qtr 4,December,30,17854610288,6700.1,Cash,2023,Qtr 4,December,30,16397
2023,Qtr 4,December,30,33544355,11008,Significantly Delayed,2023,Qtr 4,December,30,2748841057,1587.18,Card,2023,Qtr 4,December,30,1719
2023,Qtr 4,December,30,96989204,92156,Significantly Delayed,2023,Qtr 4,December,30,9387824629,237.62,UPI,2023,Qtr 4,December,30,4299
2023,Qtr 4,December,30,31582950,59329,Slightly Delayed,2023,Qtr 4,December,30,7437613292,4161.8,Card,2023,Qtr 4,December,30,3072
2023,Qtr 4,December,30,141502331,83087,Slightly Delayed,2023,Qtr 4,December,30,16802307943,6159.61,Cash,2023,Qtr 4,December,30,13982
2023,Qtr 4,December,31,45659330,19279,On Time,2023,Qtr 4,December,30,1286123100,1243.74,UPI,2023,Qtr 4,December,31,962
2023,Qtr 4,December,31,48943848,57794,On Time,2023,Qtr 4,December,31,9321319130,1466.04,Card,2023,Qtr 4,December,31,7781
2023,Qtr 4,December,31,20956158,96121,On Time,2023,Qtr 4,December,31,5770410311,4814.59,Cash,2023,Qtr 4,December,31,8259
2023,Qtr 4,December,31,85778389,118291,On Time,2023,Qtr 4,December,31,9328573028,2483.43,Wallet,2023,Qtr 4,December,31,14013
2023,Qtr 4,December,31,44409533,53108,Slightly Delayed,2023,Qtr 4,December,31,4463294381,3635.76,Wallet,2023,Qtr 4,December,31,5698
2024,Qtr 1,January,1,67814594,154553,On Time,2024,Qtr 1,January,1,14859813361,2311.49,Card,2024,Qtr 1,January,1,13374
