Sum of customer_id,Year,Quarter,Month,Day,feedback_category,Sum of feedback_id,feedback_text,Sum of order_id,Sum of rating,sentiment
59436131,2023,Qtr 4,December,10,Customer Service,334378,"Overall good experience, thank you!",1022032613,4,Positive
79135318,2023,Qtr 4,December,10,Delivery,9997264,"Delivery was fine, but the product could be better.",5953426781,4,Neutral
3786105,2023,Qtr 4,December,10,Delivery,6331158,Not worth the price I paid.,5645691241,2,Negative
28991365,2023,Qtr 4,December,10,Delivery,8112535,Taste was not as expected.,6627201490,1,Negative
65559853,2023,Qtr 4,December,10,Delivery,8843871,Very disappointed with the quality.,7284991749,3,Negative
40392019,2023,Qtr 4,December,10,Delivery,683291,Will definitely order again.,2040854480,5,Positive
69761993,2023,Qtr 4,December,10,Product Quality,2518165,Product was damaged during delivery.,7957986242,3,Negative
48730063,2023,Qtr 4,December,10,Product Quality,7265679,Taste was not as expected.,1423646541,3,Negative
36675827,2023,Qtr 4,December,10,Product Quality,4688417,Very disappointed with the quality.,8943989258,3,Negative
11562458,2023,Qtr 4,December,10,Product Quality,9373392,Very fresh and well-packaged.,3797679856,4,Positive
49970560,2023,Qtr 4,December,10,Product Quality,9757843,Very happy with the service!,4800106448,4,Positive
106150297,2023,Qtr 4,December,11,App Experience,16464279,Delivery was late and I was unhappy.,12362061670,4,Negative
74174956,2023,Qtr 4,December,11,Customer Service,359951,Delivery was late and I was unhappy.,7807587130,3,Negative
51040116,2023,Qtr 4,December,11,Customer Service,5730680,Items were in perfect condition.,486085268,5,Positive
1174162,2023,Qtr 4,December,11,Customer Service,8689857,"Nothing to complain about, but nothing exceptional.",1435406360,4,Neutral
29973346,2023,Qtr 4,December,11,Delivery,9220379,Not worth the price I paid.,9529272337,2,Negative
48150243,2023,Qtr 4,December,12,Customer Service,4529301,"Delivery was fine, but the product could be better.",1020534590,4,Neutral
20298398,2023,Qtr 4,December,12,Customer Service,1301309,Good selection of products.,2039437258,4,Positive
31328762,2023,Qtr 4,December,12,Customer Service,3914485,The product met my expectations.,3907599008,4,Neutral
66023110,2023,Qtr 4,December,12,Customer Service,3730382,Very disappointed with the quality.,6812031667,3,Negative
23380116,2023,Qtr 4,December,12,Delivery,4511231,I had a bad experience.,3382911339,3,Negative
35705377,2023,Qtr 4,December,12,Delivery,6004196,"It was okay, nothing special.",8065774615,3,Neutral
19216141,2023,Qtr 4,December,12,Delivery,2809205,Items were missing from my order.,8774158800,3,Negative
64678363,2023,Qtr 4,December,12,Delivery,17830625,Product was damaged during delivery.,13576243983,2,Negative
21701991,2023,Qtr 4,December,12,Product Quality,8563881,"Average experience, could improve.",4678456188,4,Neutral
12778027,2023,Qtr 4,December,13,App Experience,6647694,"Delivery was fine, but the product could be better.",4075074492,4,Neutral
65406127,2023,Qtr 4,December,13,Customer Service,8058385,Product was damaged during delivery.,2210486526,1,Negative
46629917,2023,Qtr 4,December,13,Customer Service,8989443,Very happy with the service!,6795601573,5,Positive
25722990,2023,Qtr 4,December,13,Customer Service,7205542,Will definitely order again.,4354264440,5,Positive
19556566,2023,Qtr 4,December,13,Delivery,5477160,"Average experience, could improve.",1929465827,3,Neutral
54619715,2023,Qtr 4,December,13,Delivery,3731240,The product met my expectations.,609838437,3,Neutral
93924203,2023,Qtr 4,December,13,Product Quality,575033,"Delivery was fine, but the product could be better.",487395969,4,Neutral
64316806,2023,Qtr 4,December,13,Product Quality,4555768,"Excellent quality, will buy again!",5085860780,5,Positive
71189232,2023,Qtr 4,December,13,Product Quality,3503160,"It was okay, nothing special.",7486807731,4,Neutral
23961725,2023,Qtr 4,December,13,Product Quality,8836456,The packaging was poor.,4419022028,2,Negative
14428954,2023,Qtr 4,December,14,App Experience,9500538,Items were in perfect condition.,977290328,4,Positive
87059497,2023,Qtr 4,December,14,App Experience,20698,"Nothing to complain about, but nothing exceptional.",5274039950,4,Neutral
76604145,2023,Qtr 4,December,14,App Experience,6834592,Will definitely order again.,7128308885,4,Positive
60700850,2023,Qtr 4,December,14,Customer Service,4442028,Not worth the price I paid.,1989547877,1,Negative
23348269,2023,Qtr 4,December,14,Customer Service,6316729,The product met my expectations.,7629577899,4,Neutral
8241122,2023,Qtr 4,December,14,Product Quality,9231567,"Average experience, could improve.",8581516385,4,Neutral
32054313,2023,Qtr 4,December,14,Product Quality,8486730,I had a bad experience.,8764776130,1,Negative
18935489,2023,Qtr 4,December,14,Product Quality,6199252,Not worth the price I paid.,8010347195,2,Negative
27049432,2023,Qtr 4,December,15,App Experience,2138749,Very happy with the service!,6772651293,4,Positive
64940409,2023,Qtr 4,December,15,Customer Service,4644037,Great prices and fast delivery!,6971561757,4,Positive
5716817,2023,Qtr 4,December,15,Customer Service,4366924,Items were missing from my order.,3010047327,1,Negative
91312072,2023,Qtr 4,December,15,Customer Service,4697247,Product was damaged during delivery.,1127125313,2,Negative
23982977,2023,Qtr 4,December,15,Customer Service,3115449,The order was incorrect.,5980648426,2,Negative
59323931,2023,Qtr 4,December,15,Customer Service,7108665,The product met my expectations.,8260569466,4,Neutral
1989720,2023,Qtr 4,December,15,Delivery,4182232,"Average experience, could improve.",4419380079,3,Neutral
99893898,2023,Qtr 4,December,15,Delivery,6435438,Great prices and fast delivery!,4054828941,4,Positive
13963450,2023,Qtr 4,December,15,Product Quality,2781549,"Nothing to complain about, but nothing exceptional.",6946959356,3,Neutral
26752630,2023,Qtr 4,December,16,App Experience,6598543,Product was damaged during delivery.,8183959589,1,Negative
18140588,2023,Qtr 4,December,16,Customer Service,4756268,Items were in perfect condition.,5480709564,5,Positive
57956497,2023,Qtr 4,December,16,Delivery,884092,"Delivery was fine, but the product could be better.",5527742274,3,Neutral
16359370,2023,Qtr 4,December,16,Product Quality,6078718,"Overall good experience, thank you!",9747814712,5,Positive
66269844,2023,Qtr 4,December,17,App Experience,1999063,"Average experience, could improve.",2113243643,4,Neutral
82594354,2023,Qtr 4,December,17,App Experience,7585061,"Excellent quality, will buy again!",6399568661,5,Positive
92306841,2023,Qtr 4,December,17,App Experience,871527,"It was okay, nothing special.",1683118802,4,Neutral
14272050,2023,Qtr 4,December,17,Customer Service,5005913,"Average experience, could improve.",5393607402,3,Neutral
34074184,2023,Qtr 4,December,17,Customer Service,6401715,"It was okay, nothing special.",4174741467,3,Neutral
2928026,2023,Qtr 4,December,17,Delivery,7202647,"Average experience, could improve.",1108215973,3,Neutral
98152679,2023,Qtr 4,December,17,Delivery,1423259,"Delivery was fine, but the product could be better.",8168306307,3,Neutral
53292177,2023,Qtr 4,December,17,Delivery,368868,Good selection of products.,1113582397,5,Positive
67708491,2023,Qtr 4,December,17,Product Quality,4227603,Highly recommended!,4278423074,4,Positive
17521263,2023,Qtr 4,December,18,App Experience,6232893,Great prices and fast delivery!,1977533409,5,Positive
60732869,2023,Qtr 4,December,18,App Experience,4787628,"Nothing to complain about, but nothing exceptional.",9359187866,3,Neutral
17749347,2023,Qtr 4,December,18,App Experience,5761409,Very disappointed with the quality.,3589756658,2,Negative
16379942,2023,Qtr 4,December,18,Customer Service,2265740,Great prices and fast delivery!,3459500455,4,Positive
97419742,2023,Qtr 4,December,18,Delivery,5855627,Taste was not as expected.,2642275862,1,Negative
60656482,2023,Qtr 4,December,18,Product Quality,4465193,Customer service was not helpful.,918328199,2,Negative
8383197,2023,Qtr 4,December,18,Product Quality,708906,Items were in perfect condition.,4062701987,4,Positive
85340038,2023,Qtr 4,December,19,App Experience,7907633,"Average experience, could improve.",1045621584,3,Neutral
48716374,2023,Qtr 4,December,19,App Experience,7024084,Product was damaged during delivery.,4037817241,2,Negative
408590,2023,Qtr 4,December,19,App Experience,8533849,Taste was not as expected.,3055120492,2,Negative
5712468,2023,Qtr 4,December,19,Delivery,5988040,I had a bad experience.,3797871396,1,Negative
46699982,2023,Qtr 4,December,19,Delivery,1186611,Items were missing from my order.,1991135167,1,Negative
31619915,2023,Qtr 4,December,19,Product Quality,4508836,"Excellent quality, will buy again!",9863502398,4,Positive
29562254,2023,Qtr 4,December,20,App Experience,4717275,Not worth the price I paid.,5912752928,1,Negative
41494867,2023,Qtr 4,December,20,Customer Service,3613143,Good selection of products.,6194827199,5,Positive
75213636,2023,Qtr 4,December,20,Customer Service,6098728,Great prices and fast delivery!,9358248664,4,Positive
60275891,2023,Qtr 4,December,20,Customer Service,2683030,The product met my expectations.,3813047994,4,Neutral
22524981,2023,Qtr 4,December,20,Delivery,2967054,The order was incorrect.,8707473624,2,Negative
99594960,2023,Qtr 4,December,20,Delivery,2121358,Very fresh and well-packaged.,2867008541,4,Positive
20310720,2023,Qtr 4,December,20,Delivery,7376219,Very happy with the service!,2349863203,4,Positive
55971849,2023,Qtr 4,December,20,Product Quality,4730082,Taste was not as expected.,5856838171,3,Negative
91144803,2023,Qtr 4,December,20,Product Quality,1198206,Very disappointed with the quality.,4785021992,1,Negative
20834589,2023,Qtr 4,December,21,App Experience,3125805,"Delivery was fine, but the product could be better.",670358911,4,Neutral
21948041,2023,Qtr 4,December,21,App Experience,8446406,Good selection of products.,5461546808,5,Positive
10605484,2023,Qtr 4,December,21,App Experience,4582675,Items were missing from my order.,742238239,1,Negative
31328762,2023,Qtr 4,December,21,App Experience,4846712,"Nothing to complain about, but nothing exceptional.",7703144556,4,Neutral
7591711,2023,Qtr 4,December,21,App Experience,9203337,The product met my expectations.,2136907826,3,Neutral
60399360,2023,Qtr 4,December,21,Customer Service,9473991,Great prices and fast delivery!,1254195766,5,Positive
16561710,2023,Qtr 4,December,21,Customer Service,1271185,"Nothing to complain about, but nothing exceptional.",3514859549,4,Neutral
20148223,2023,Qtr 4,December,21,Customer Service,7955568,Product was damaged during delivery.,1275637731,1,Negative
48160359,2023,Qtr 4,December,21,Customer Service,5856700,The order was incorrect.,8447536518,1,Negative
45480957,2023,Qtr 4,December,21,Customer Service,6071907,Will definitely order again.,10836420088,10,Positive
42208242,2023,Qtr 4,December,21,Delivery,3002904,"Average experience, could improve.",1590988730,3,Neutral
11478478,2023,Qtr 4,December,21,Product Quality,682817,"Average experience, could improve.",4485391413,4,Neutral
14705462,2023,Qtr 4,December,21,Product Quality,8644322,"It was okay, nothing special.",1083928258,4,Neutral
30373140,2023,Qtr 4,December,21,Product Quality,3478248,Not worth the price I paid.,7786002894,2,Negative
49371494,2023,Qtr 4,December,21,Product Quality,742860,"Nothing to complain about, but nothing exceptional.",7542030170,3,Neutral
75467328,2023,Qtr 4,December,22,Customer Service,9376458,"Average experience, could improve.",397818832,4,Neutral
1108176,2023,Qtr 4,December,22,Customer Service,5454727,Delivery was late and I was unhappy.,5008395294,3,Negative
3002538,2023,Qtr 4,December,22,Customer Service,1903008,Very disappointed with the quality.,8994776653,2,Negative
9314637,2023,Qtr 4,December,22,Customer Service,1907446,Very fresh and well-packaged.,5288088590,5,Positive
25585013,2023,Qtr 4,December,22,Customer Service,265156,Very happy with the service!,7389054351,5,Positive
211163,2023,Qtr 4,December,22,Customer Service,2793107,Will definitely order again.,3735968672,4,Positive
16785724,2023,Qtr 4,December,22,Delivery,1966080,Product was damaged during delivery.,7441941402,2,Negative
69516494,2023,Qtr 4,December,23,App Experience,6038221,"Excellent quality, will buy again!",9554079946,5,Positive
14944819,2023,Qtr 4,December,23,App Experience,9620010,"Nothing to complain about, but nothing exceptional.",5191429552,4,Neutral
21597477,2023,Qtr 4,December,23,App Experience,7813343,The product met my expectations.,4703798183,3,Neutral
20496835,2023,Qtr 4,December,23,Customer Service,2801282,"Delivery was fine, but the product could be better.",6587221270,4,Neutral
86995126,2023,Qtr 4,December,23,Customer Service,5005454,"It was okay, nothing special.",2209259378,4,Neutral
52001314,2023,Qtr 4,December,23,Customer Service,6522927,Will definitely order again.,5616653529,4,Positive
79206969,2023,Qtr 4,December,23,Delivery,5685266,Great prices and fast delivery!,6117979297,4,Positive
28458746,2023,Qtr 4,December,23,Product Quality,4859911,Product was damaged during delivery.,3951878528,1,Negative
86479284,2023,Qtr 4,December,24,App Experience,5808553,"Overall good experience, thank you!",3412702479,4,Positive
90665975,2023,Qtr 4,December,24,App Experience,2626278,Product was damaged during delivery.,8152364696,2,Negative
21573815,2023,Qtr 4,December,24,Customer Service,1115275,Customer service was not helpful.,2515279840,2,Negative
35434373,2023,Qtr 4,December,24,Customer Service,1136408,"Delivery was fine, but the product could be better.",7877665931,3,Neutral
15931134,2023,Qtr 4,December,24,Customer Service,5762971,Delivery was late and I was unhappy.,2231942521,3,Negative
25221501,2023,Qtr 4,December,24,Customer Service,8321966,Highly recommended!,8257370396,4,Positive
25659794,2023,Qtr 4,December,24,Customer Service,4690760,I had a bad experience.,1806563605,2,Negative
6853981,2023,Qtr 4,December,24,Customer Service,3127265,Very disappointed with the quality.,2886463378,3,Negative
14940427,2023,Qtr 4,December,24,Delivery,3919034,"Nothing to complain about, but nothing exceptional.",3867563962,4,Neutral
63238941,2023,Qtr 4,December,24,Product Quality,3707503,"Average experience, could improve.",10161194,3,Neutral
19259955,2023,Qtr 4,December,24,Product Quality,8190420,The packaging was poor.,4830380663,1,Negative
81757554,2023,Qtr 4,December,24,Product Quality,6807331,Very fresh and well-packaged.,2404804990,4,Positive
40434527,2023,Qtr 4,December,25,App Experience,1596420,The product met my expectations.,5829741995,4,Neutral
73869823,2023,Qtr 4,December,25,App Experience,2808252,Will definitely order again.,2211459584,5,Positive
74195536,2023,Qtr 4,December,25,Delivery,3262730,"Average experience, could improve.",7072715691,4,Neutral
67538982,2023,Qtr 4,December,25,Delivery,5305725,Customer service was not helpful.,1929002406,3,Negative
3408982,2023,Qtr 4,December,25,Product Quality,5282173,Good selection of products.,515408216,4,Positive
75752515,2023,Qtr 4,December,25,Product Quality,387152,Items were missing from my order.,1806118907,1,Negative
62600289,2023,Qtr 4,December,25,Product Quality,9024060,Taste was not as expected.,1669690997,3,Negative
84377964,2023,Qtr 4,December,25,Product Quality,8946007,Will definitely order again.,1913299658,5,Positive
48943848,2023,Qtr 4,December,26,Delivery,7693454,The product met my expectations.,6688575911,3,Neutral
36517334,2023,Qtr 4,December,26,Product Quality,1117954,Highly recommended!,155568486,5,Positive
54139038,2023,Qtr 4,December,26,Product Quality,7888565,Items were missing from my order.,379758677,3,Negative
12755730,2023,Qtr 4,December,27,App Experience,5655169,Customer service was not helpful.,359819834,3,Negative
2684440,2023,Qtr 4,December,27,App Experience,3150233,Taste was not as expected.,690097648,2,Negative
47625855,2023,Qtr 4,December,27,App Experience,252254,Very fresh and well-packaged.,3146141485,5,Positive
66655397,2023,Qtr 4,December,27,Customer Service,5505533,Great prices and fast delivery!,6818712547,4,Positive
13796199,2023,Qtr 4,December,27,Customer Service,7671091,Very happy with the service!,9997994965,5,Positive
77862447,2023,Qtr 4,December,27,Product Quality,2056599,"Nothing to complain about, but nothing exceptional.",1955989715,4,Neutral
87222820,2023,Qtr 4,December,27,Product Quality,9279964,Very happy with the service!,4219458877,5,Positive
56780331,2023,Qtr 4,December,28,App Experience,504583,Customer service was very helpful.,8214544415,4,Positive
88203688,2023,Qtr 4,December,28,App Experience,1796172,"Nothing to complain about, but nothing exceptional.",277502363,3,Neutral
74833221,2023,Qtr 4,December,28,Customer Service,9234407,I had a bad experience.,2163079658,3,Negative
37633848,2023,Qtr 4,December,28,Customer Service,34461,Very fresh and well-packaged.,5648212121,5,Positive
45028365,2023,Qtr 4,December,28,Delivery,8423384,Items were in perfect condition.,2613508245,5,Positive
82374625,2023,Qtr 4,December,28,Product Quality,7056875,"Average experience, could improve.",809894905,4,Neutral
82898985,2023,Qtr 4,December,28,Product Quality,8465155,Customer service was not helpful.,7543192113,3,Negative
44223796,2023,Qtr 4,December,28,Product Quality,8411117,Great prices and fast delivery!,5414882934,5,Positive
25829710,2023,Qtr 4,December,28,Product Quality,5883139,"Nothing to complain about, but nothing exceptional.",9584857115,3,Neutral
54619715,2023,Qtr 4,December,28,Product Quality,5560971,Very fresh and well-packaged.,436603801,5,Positive
31084686,2023,Qtr 4,December,29,App Experience,3644762,Taste was not as expected.,475294138,1,Negative
60385293,2023,Qtr 4,December,29,Product Quality,9287401,Customer service was not helpful.,1183906926,3,Negative
1562083,2023,Qtr 4,December,29,Product Quality,9300914,The product met my expectations.,9020705185,3,Neutral
20238921,2023,Qtr 4,December,30,App Experience,4754761,"Average experience, could improve.",8493723088,3,Neutral
89910157,2023,Qtr 4,December,30,App Experience,5642561,"Overall good experience, thank you!",9251939156,4,Positive
5039883,2023,Qtr 4,December,30,Customer Service,4354820,Great prices and fast delivery!,605105099,5,Positive
50557979,2023,Qtr 4,December,30,Customer Service,9140847,Product was damaged during delivery.,8755782101,2,Negative
33544355,2023,Qtr 4,December,30,Delivery,5430155,The product met my expectations.,2748841057,3,Neutral
96989204,2023,Qtr 4,December,30,Delivery,1345587,Very disappointed with the quality.,9387824629,3,Negative
31582950,2023,Qtr 4,December,30,Product Quality,573486,Good selection of products.,7437613292,4,Positive
51592174,2023,Qtr 4,December,30,Product Quality,7720023,Items were in perfect condition.,7550368787,4,Positive
96853930,2023,Qtr 4,December,30,Product Quality,6026642,Product was damaged during delivery.,9233577456,3,Negative
45659330,2023,Qtr 4,December,31,App Experience,1816046,The product met my expectations.,1286123100,3,Neutral
20956158,2023,Qtr 4,December,31,Delivery,9922332,Great prices and fast delivery!,5770410311,5,Positive
16424635,2023,Qtr 4,December,31,Delivery,8031073,"Nothing to complain about, but nothing exceptional.",7850550725,4,Neutral
44409533,2023,Qtr 4,December,31,Delivery,8582080,The order was incorrect.,4463294381,1,Negative
48943848,2023,Qtr 4,December,31,Delivery,3577097,Very happy with the service!,9321319130,4,Positive
69353754,2023,Qtr 4,December,31,Product Quality,9551379,"Delivery was fine, but the product could be better.",1478022303,3,Neutral
88739922,2024,Qtr 1,January,1,App Experience,8683552,"Delivery was fine, but the product could be better.",1266440097,4,Neutral
9981089,2024,Qtr 1,January,1,Customer Service,2308326,"Average experience, could improve.",6739811103,3,Neutral
73393269,2024,Qtr 1,January,1,Customer Service,2041938,"Delivery was fine, but the product could be better.",1212718824,4,Neutral
34095555,2024,Qtr 1,January,1,Customer Service,5623901,"It was okay, nothing special.",9742461226,4,Neutral
57833505,2024,Qtr 1,January,1,Delivery,1664531,"Nothing to complain about, but nothing exceptional.",8120002258,3,Neutral
90246977,2024,Qtr 1,January,1,Delivery,2401703,The order was incorrect.,2300265337,3,Negative
8651281,2024,Qtr 1,January,1,Product Quality,3303179,Delivery was late and I was unhappy.,3187042843,1,Negative
60561655,2024,Qtr 1,January,1,Product Quality,7676494,Good selection of products.,353571238,4,Positive
60565603,2024,Qtr 1,January,1,Product Quality,5118736,The product met my expectations.,148408710,3,Neutral
72889295,2024,Qtr 1,January,2,App Experience,5203566,Very happy with the service!,4835197446,4,Positive
26245432,2024,Qtr 1,January,2,Customer Service,5470914,"Average experience, could improve.",8285547588,3,Neutral
27513158,2024,Qtr 1,January,2,Customer Service,371999,"It was okay, nothing special.",2106569369,4,Neutral
31456752,2024,Qtr 1,January,2,Customer Service,4954894,The order was incorrect.,2914056235,1,Negative
78725001,2024,Qtr 1,January,2,Product Quality,1020775,Very disappointed with the quality.,7902025520,2,Negative
22081691,2024,Qtr 1,January,3,App Experience,1780948,"Average experience, could improve.",7792996715,3,Neutral
12059049,2024,Qtr 1,January,3,App Experience,9781923,The packaging was poor.,6397409024,2,Negative
123466690,2024,Qtr 1,January,3,Customer Service,3326723,Customer service was very helpful.,15573693508,8,Positive
57833505,2024,Qtr 1,January,3,Customer Service,5694919,Great prices and fast delivery!,5218488175,5,Positive
2134827,2024,Qtr 1,January,3,Customer Service,9712922,Not worth the price I paid.,5183577434,1,Negative
7228206,2024,Qtr 1,January,3,Customer Service,6242756,"Nothing to complain about, but nothing exceptional.",8862036450,3,Neutral
51833636,2024,Qtr 1,January,3,Delivery,9893663,Items were in perfect condition.,6704234561,4,Positive
90743791,2024,Qtr 1,January,3,Product Quality,7240917,Customer service was not helpful.,4042066387,2,Negative
61851054,2024,Qtr 1,January,3,Product Quality,7601821,The packaging was poor.,9103834515,1,Negative
97928781,2024,Qtr 1,January,4,App Experience,8059849,"It was okay, nothing special.",6922121165,3,Neutral
90448312,2024,Qtr 1,January,4,Customer Service,8298665,"Delivery was fine, but the product could be better.",1152165724,4,Neutral
94730288,2024,Qtr 1,January,4,Customer Service,2800546,Good selection of products.,9727047029,5,Positive
29525287,2024,Qtr 1,January,4,Delivery,7289755,"Average experience, could improve.",7624166218,4,Neutral
42012717,2024,Qtr 1,January,4,Delivery,2674022,"Delivery was fine, but the product could be better.",7305353953,4,Neutral
57537308,2024,Qtr 1,January,4,Delivery,1882628,Highly recommended!,8813470284,5,Positive
99893898,2024,Qtr 1,January,4,Delivery,2865376,"Nothing to complain about, but nothing exceptional.",3963207709,3,Neutral
83412446,2024,Qtr 1,January,4,Product Quality,5869531,Customer service was very helpful.,5793742966,5,Positive
69364309,2024,Qtr 1,January,4,Product Quality,7249563,"Delivery was fine, but the product could be better.",3571922553,3,Neutral
8791577,2024,Qtr 1,January,4,Product Quality,3089818,"It was okay, nothing special.",1609331948,3,Neutral
52915166,2024,Qtr 1,January,4,Product Quality,4005586,Items were missing from my order.,7834171020,1,Negative
36462363,2024,Qtr 1,January,5,App Experience,8510700,Very disappointed with the quality.,1746826454,1,Negative
18140588,2024,Qtr 1,January,5,Customer Service,1833585,"It was okay, nothing special.",5035471587,3,Neutral
6245778,2024,Qtr 1,January,5,Customer Service,5270693,The product met my expectations.,9917290378,3,Neutral
62419778,2024,Qtr 1,January,5,Delivery,9754312,Good selection of products.,4731454539,5,Positive
30192942,2024,Qtr 1,January,5,Delivery,4732060,I had a bad experience.,7415158732,2,Negative
91243571,2024,Qtr 1,January,5,Delivery,412253,Very happy with the service!,509041342,5,Positive
26245432,2024,Qtr 1,January,5,Delivery,1456894,Will definitely order again.,5008998072,5,Positive
47125914,2024,Qtr 1,January,6,App Experience,3046652,"Delivery was fine, but the product could be better.",214919848,4,Neutral
22851478,2024,Qtr 1,January,6,App Experience,5046110,The product met my expectations.,7524465290,4,Neutral
56441247,2024,Qtr 1,January,6,App Experience,9643753,Will definitely order again.,8173155169,5,Positive
25447967,2024,Qtr 1,January,6,Customer Service,2922682,"Average experience, could improve.",969705468,3,Neutral
82948843,2024,Qtr 1,January,6,Customer Service,1722620,Taste was not as expected.,8603941640,2,Negative
81533356,2024,Qtr 1,January,6,Delivery,3977347,"Average experience, could improve.",9102648124,4,Neutral
74548003,2024,Qtr 1,January,6,Delivery,557592,The packaging was poor.,9195687538,3,Negative
46741896,2024,Qtr 1,January,7,App Experience,2999062,The packaging was poor.,1736713150,2,Negative
20956158,2024,Qtr 1,January,7,Customer Service,3454505,Customer service was very helpful.,1396605672,4,Positive
130048469,2024,Qtr 1,January,7,Customer Service,10168082,"Nothing to complain about, but nothing exceptional.",5650485884,7,Neutral
51048402,2024,Qtr 1,January,7,Customer Service,76698,Taste was not as expected.,6457671753,2,Negative
79672044,2024,Qtr 1,January,7,Delivery,6692319,"Delivery was fine, but the product could be better.",7750989397,3,Neutral
7228206,2024,Qtr 1,January,7,Delivery,7539747,"Nothing to complain about, but nothing exceptional.",7879575037,4,Neutral
92863431,2024,Qtr 1,January,7,Delivery,12348376,Will definitely order again.,10878975528,8,Positive
24337950,2024,Qtr 1,January,7,Product Quality,7446356,"Average experience, could improve.",6011117738,3,Neutral
22210238,2024,Qtr 1,January,7,Product Quality,9556216,Customer service was very helpful.,6501113916,5,Positive
66310963,2024,Qtr 1,January,7,Product Quality,11775,Not worth the price I paid.,3559865135,3,Negative
18199057,2024,Qtr 1,January,7,Product Quality,6818847,Taste was not as expected.,5201172375,2,Negative
35302195,2024,Qtr 1,January,8,App Experience,480048,The product met my expectations.,9389363975,4,Neutral
44139071,2024,Qtr 1,January,8,Customer Service,2088897,"Nothing to complain about, but nothing exceptional.",4220306391,4,Neutral
1855421,2024,Qtr 1,January,8,Delivery,1104081,I had a bad experience.,8200985533,3,Negative
49449238,2024,Qtr 1,January,8,Delivery,6827705,The packaging was poor.,3545539999,2,Negative
42012717,2024,Qtr 1,January,8,Product Quality,2170553,"Average experience, could improve.",5719806088,4,Neutral
97678578,2024,Qtr 1,January,8,Product Quality,7773519,Good selection of products.,1276192882,5,Positive
69761993,2024,Qtr 1,January,8,Product Quality,7773683,Great prices and fast delivery!,4868150114,4,Positive
60757351,2024,Qtr 1,January,8,Product Quality,5071299,"It was okay, nothing special.",8177907004,3,Neutral
70867736,2024,Qtr 1,January,8,Product Quality,5785721,Very fresh and well-packaged.,1199945706,4,Positive
50632192,2024,Qtr 1,January,9,App Experience,7617967,Not worth the price I paid.,5195004299,2,Negative
64141971,2024,Qtr 1,January,9,App Experience,9832624,Very disappointed with the quality.,4183595096,1,Negative
2219590,2024,Qtr 1,January,9,Customer Service,7570854,"Nothing to complain about, but nothing exceptional.",9338996795,4,Neutral
84848018,2024,Qtr 1,January,9,Delivery,6903103,I had a bad experience.,2484470052,1,Negative
182755770,2024,Qtr 1,January,10,App Experience,9562699,The product met my expectations.,7194680272,7,Neutral
51994597,2024,Qtr 1,January,10,Customer Service,452916,"Delivery was fine, but the product could be better.",7185243614,3,Neutral
76533277,2024,Qtr 1,January,10,Customer Service,9415572,"It was okay, nothing special.",6295686357,3,Neutral
124891835,2024,Qtr 1,January,10,Customer Service,6864224,Not worth the price I paid.,13207389497,6,Negative
83588803,2024,Qtr 1,January,10,Customer Service,5356218,The order was incorrect.,2687236003,3,Negative
45700473,2024,Qtr 1,January,10,Delivery,6374645,Items were missing from my order.,7835720444,2,Negative
8241122,2024,Qtr 1,January,10,Delivery,4019989,Very fresh and well-packaged.,8169361928,5,Positive
77618011,2024,Qtr 1,January,10,Delivery,116173,Will definitely order again.,3190808443,4,Positive
47215976,2024,Qtr 1,January,10,Product Quality,9666020,Great prices and fast delivery!,4448004569,5,Positive
10038382,2024,Qtr 1,January,10,Product Quality,7977590,The packaging was poor.,5844776722,2,Negative
9278983,2024,Qtr 1,January,10,Product Quality,5056957,Very disappointed with the quality.,833930925,1,Negative
85561151,2024,Qtr 1,January,10,Product Quality,4379662,Will definitely order again.,3170417508,5,Positive
39957741,2024,Qtr 1,January,11,App Experience,3324824,Will definitely order again.,6770858376,5,Positive
62510499,2024,Qtr 1,January,11,Customer Service,2485712,Delivery was late and I was unhappy.,9052752169,1,Negative
61982521,2024,Qtr 1,January,11,Customer Service,1606730,Items were in perfect condition.,3327784606,4,Positive
59436131,2024,Qtr 1,January,11,Customer Service,815954,Items were missing from my order.,2978839318,3,Negative
32595806,2024,Qtr 1,January,11,Customer Service,6506510,Will definitely order again.,9320256091,4,Positive
4597433,2024,Qtr 1,January,11,Delivery,9221474,"Overall good experience, thank you!",5563712992,5,Positive
36146306,2024,Qtr 1,January,11,Product Quality,3299950,Very fresh and well-packaged.,4319962076,4,Positive
23286884,2024,Qtr 1,January,12,App Experience,7754881,"Average experience, could improve.",2708441500,3,Neutral
93563435,2024,Qtr 1,January,12,App Experience,5824130,"Excellent quality, will buy again!",5927472701,5,Positive
98540377,2024,Qtr 1,January,12,Customer Service,1577339,Delivery was late and I was unhappy.,8545716586,1,Negative
87669943,2024,Qtr 1,January,12,Customer Service,3827822,I had a bad experience.,6997235339,2,Negative
8228843,2024,Qtr 1,January,12,Customer Service,2940619,Not worth the price I paid.,2341242955,2,Negative
94713625,2024,Qtr 1,January,12,Delivery,2407418,Highly recommended!,2584579895,5,Positive
88067569,2024,Qtr 1,January,12,Delivery,5734896,Not worth the price I paid.,957188879,3,Negative
81382213,2024,Qtr 1,January,13,App Experience,9857162,"Average experience, could improve.",1695982633,4,Neutral
48554440,2024,Qtr 1,January,13,App Experience,9938985,Customer service was not helpful.,2982638677,3,Negative
