Year,Quarter,Month,Day,Sum of delivery_partner_id,delivery_status,Sum of delivery_time_minutes,Sum of order_id,Sum of distance_km,Year,Quarter,Month,Day,reasons_if_delayed
2023,Qtr 3,August,26,134662,On Time,7,16622634799,10.1,2023,Qtr 3,August,26,Traffic
2023,Qtr 3,August,26,136103,Slightly Delayed,46,16134833767,11.63,2023,Qtr 3,August,26,Traffic
2023,Qtr 3,August,27,108930,On Time,-8,15109880133,9.66,2023,Qtr 3,August,27,""
2023,Qtr 3,August,27,113893,On Time,7,4737868632,5.1,2023,Qtr 3,August,27,Traffic
2023,Qtr 3,August,27,1185,Slightly Delayed,9,4423613746,1.54,2023,Qtr 3,August,27,Traffic
2023,Qtr 3,August,28,173062,On Time,-3,14040789967,11.18,2023,Qtr 3,August,28,""
2023,Qtr 3,August,28,85787,On Time,10,13108252955,4.55,2023,Qtr 3,August,28,Traffic
2023,Qtr 3,August,28,97637,Slightly Delayed,6,3717458742,2.14,2023,Qtr 3,August,27,Traffic
2023,Qtr 3,August,28,153062,Slightly Delayed,24,14504516833,2.38,2023,Qtr 3,August,28,Traffic
2023,Qtr 3,August,29,102473,On Time,-5,8780322702,6.19,2023,Qtr 3,August,29,""
2023,Qtr 3,August,29,259199,On Time,11,24305155804,12.54,2023,Qtr 3,August,29,Traffic
2023,Qtr 3,August,29,47844,Slightly Delayed,6,6152984028,0.7,2023,Qtr 3,August,29,Traffic
2023,Qtr 3,August,30,143494,On Time,-9,11745987844,7.08,2023,Qtr 3,August,30,""
2023,Qtr 3,August,30,139387,On Time,20,24409013110,13.71,2023,Qtr 3,August,30,Traffic
2023,Qtr 3,August,31,55482,On Time,-6,15627292334,7.79,2023,Qtr 3,August,31,""
2023,Qtr 3,August,31,155086,On Time,5,10307767932,8.42,2023,Qtr 3,August,31,Traffic
2023,Qtr 3,August,31,83846,Significantly Delayed,27,6228958238,1.54,2023,Qtr 3,August,31,Traffic
2023,Qtr 3,August,31,157602,Slightly Delayed,23,17740122287,8.11,2023,Qtr 3,August,31,Traffic
2023,Qtr 3,September,1,39114,On Time,-3,9453583714,2.23,2023,Qtr 3,September,1,""
2023,Qtr 3,September,1,165713,On Time,13,24787599185,12.92,2023,Qtr 3,September,1,Traffic
2023,Qtr 3,September,1,37323,Significantly Delayed,24,6832610950,1.51,2023,Qtr 3,September,1,Traffic
2023,Qtr 3,September,1,54659,Slightly Delayed,6,9442274046,2.71,2023,Qtr 3,September,1,Traffic
2023,Qtr 3,September,2,146638,On Time,-4,11101954865,6.24,2023,Qtr 3,September,2,""
2023,Qtr 3,September,2,36835,Significantly Delayed,20,2056131802,4.41,2023,Qtr 3,September,2,Traffic
2023,Qtr 3,September,3,51404,On Time,-6,11511055469,2.61,2023,Qtr 3,September,3,""
2023,Qtr 3,September,3,7902,On Time,1,1355164713,2.79,2023,Qtr 3,September,3,Traffic
2023,Qtr 3,September,4,333884,On Time,-10,21904455188,8.83,2023,Qtr 3,September,4,""
2023,Qtr 3,September,4,93105,On Time,8,15703367150,5.3,2023,Qtr 3,September,4,Traffic
2023,Qtr 3,September,4,65051,Significantly Delayed,23,7770651576,4.1,2023,Qtr 3,September,4,Traffic
2023,Qtr 3,September,4,76791,Slightly Delayed,17,1649342143,3.3,2023,Qtr 3,September,4,Traffic
2023,Qtr 3,September,5,276874,On Time,-15,33811050012,16.35,2023,Qtr 3,September,5,""
2023,Qtr 3,September,5,372945,On Time,20,21568348580,15.56,2023,Qtr 3,September,5,Traffic
2023,Qtr 3,September,5,23332,Slightly Delayed,14,8516876995,5.16,2023,Qtr 3,September,5,Traffic
2023,Qtr 3,September,6,286086,On Time,-22,29680619085,14.71,2023,Qtr 3,September,6,""
2023,Qtr 3,September,6,330609,On Time,14,27218467942,9.05,2023,Qtr 3,September,6,Traffic
2023,Qtr 3,September,6,187187,Significantly Delayed,52,10970169833,6.28,2023,Qtr 3,September,6,Traffic
2023,Qtr 3,September,7,42409,On Time,-5,5190994860,5.45,2023,Qtr 3,September,7,""
2023,Qtr 3,September,7,289826,On Time,16,25596192673,15.39,2023,Qtr 3,September,7,Traffic
2023,Qtr 3,September,7,208508,Slightly Delayed,18,9573366173,6.09,2023,Qtr 3,September,7,Traffic
2023,Qtr 3,September,8,169700,On Time,-17,25491741044,14.67,2023,Qtr 3,September,8,""
2023,Qtr 3,September,8,42445,On Time,5,16185764944,7.24,2023,Qtr 3,September,8,Traffic
2023,Qtr 3,September,8,75461,Slightly Delayed,12,6986791144,4.04,2023,Qtr 3,September,8,Traffic
2023,Qtr 3,September,9,28681,On Time,-5,9654295764,6.11,2023,Qtr 3,September,9,""
2023,Qtr 3,September,9,426450,On Time,25,44532521850,29.02,2023,Qtr 3,September,9,Traffic
2023,Qtr 3,September,9,152962,Significantly Delayed,49,10848318658,3.42,2023,Qtr 3,September,9,Traffic
2023,Qtr 3,September,9,204886,Slightly Delayed,49,21771482426,7.55,2023,Qtr 3,September,9,Traffic
2023,Qtr 3,September,10,97095,On Time,-7,10970279139,3.39,2023,Qtr 3,September,10,""
2023,Qtr 3,September,10,74518,On Time,9,16303847473,8.59,2023,Qtr 3,September,10,Traffic
2023,Qtr 3,September,10,79400,Significantly Delayed,38,13868182196,5.71,2023,Qtr 3,September,10,Traffic
2023,Qtr 3,September,10,324351,Slightly Delayed,69,39413767898,10.8,2023,Qtr 3,September,10,Traffic
2023,Qtr 3,September,11,205258,On Time,-11,15151271877,22.15,2023,Qtr 3,September,11,""
2023,Qtr 3,September,11,60652,Significantly Delayed,26,4476563699,4.52,2023,Qtr 3,September,11,Traffic
2023,Qtr 3,September,11,11250,Slightly Delayed,8,4865644960,3.91,2023,Qtr 3,September,11,Traffic
2023,Qtr 3,September,12,193790,On Time,-4,23038972466,11.94,2023,Qtr 3,September,12,""
2023,Qtr 3,September,12,79352,On Time,2,10333555209,4.33,2023,Qtr 3,September,12,Traffic
2023,Qtr 3,September,12,86981,Slightly Delayed,15,11808200570,3.8,2023,Qtr 3,September,12,Traffic
2023,Qtr 3,September,13,210034,On Time,-9,15513234012,10.37,2023,Qtr 3,September,13,""
2023,Qtr 3,September,13,107834,On Time,7,7806729212,7.75,2023,Qtr 3,September,13,Traffic
2023,Qtr 3,September,14,293469,On Time,-20,23479919845,20.01,2023,Qtr 3,September,14,""
2023,Qtr 3,September,14,160942,On Time,4,10019949297,2.6,2023,Qtr 3,September,14,Traffic
2023,Qtr 3,September,14,62986,Significantly Delayed,20,7867573412,2.24,2023,Qtr 3,September,14,Traffic
2023,Qtr 3,September,15,364708,On Time,-14,22291035234,15.84,2023,Qtr 3,September,15,""
2023,Qtr 3,September,15,126862,On Time,6,22894931765,3.98,2023,Qtr 3,September,15,Traffic
2023,Qtr 3,September,15,116348,Slightly Delayed,23,14837034763,5.57,2023,Qtr 3,September,15,Traffic
2023,Qtr 3,September,16,32462,On Time,4,1884314278,1.27,2023,Qtr 3,September,15,Traffic
2023,Qtr 3,September,16,147979,On Time,-7,16802519329,6.43,2023,Qtr 3,September,16,""
2023,Qtr 3,September,16,83817,On Time,1,2817281674,3.05,2023,Qtr 3,September,16,Traffic
2023,Qtr 3,September,16,118034,Slightly Delayed,15,4715921050,5.87,2023,Qtr 3,September,16,Traffic
2023,Qtr 3,September,17,184118,On Time,-6,18454130150,10.99,2023,Qtr 3,September,17,""
2023,Qtr 3,September,17,135242,Significantly Delayed,46,13577874544,7.97,2023,Qtr 3,September,17,Traffic
2023,Qtr 3,September,18,449462,On Time,-14,28143899234,19.14,2023,Qtr 3,September,18,""
2023,Qtr 3,September,18,24605,Significantly Delayed,21,2548452255,1.7,2023,Qtr 3,September,18,Traffic
2023,Qtr 3,September,18,137069,Slightly Delayed,14,13646360303,7.61,2023,Qtr 3,September,18,Traffic
2023,Qtr 3,September,19,155288,On Time,-8,12192068675,9.61,2023,Qtr 3,September,19,""
2023,Qtr 3,September,19,162024,On Time,12,9314304210,10.11,2023,Qtr 3,September,19,Traffic
2023,Qtr 3,September,19,62075,Slightly Delayed,15,6990325501,8.99,2023,Qtr 3,September,19,Traffic
2023,Qtr 3,September,20,99076,On Time,-12,30067431100,13.08,2023,Qtr 3,September,20,""
2023,Qtr 3,September,20,80791,On Time,8,5167657544,4.37,2023,Qtr 3,September,20,Traffic
2023,Qtr 3,September,21,23501,On Time,-1,9467422683,2.96,2023,Qtr 3,September,21,""
2023,Qtr 3,September,21,193586,On Time,7,16317476643,11.23,2023,Qtr 3,September,21,Traffic
2023,Qtr 3,September,21,97159,Significantly Delayed,40,5413919087,2.57,2023,Qtr 3,September,21,Traffic
2023,Qtr 3,September,22,219019,On Time,-3,8589539517,7.08,2023,Qtr 3,September,22,""
2023,Qtr 3,September,22,73642,On Time,8,25727053407,14.05,2023,Qtr 3,September,22,Traffic
2023,Qtr 3,September,22,1857,Significantly Delayed,25,7611231659,3.53,2023,Qtr 3,September,22,Traffic
2023,Qtr 3,September,22,91261,Slightly Delayed,6,5229336544,1.08,2023,Qtr 3,September,22,Traffic
2023,Qtr 3,September,23,42297,On Time,-3,8764172484,8.88,2023,Qtr 3,September,23,""
2023,Qtr 3,September,23,158411,On Time,11,22667273113,6.67,2023,Qtr 3,September,23,Traffic
2023,Qtr 3,September,23,81927,Significantly Delayed,19,609162117,1.8,2023,Qtr 3,September,23,Traffic
2023,Qtr 3,September,23,332752,Slightly Delayed,53,12373340734,12.62,2023,Qtr 3,September,23,Traffic
2023,Qtr 3,September,24,178882,On Time,-8,13253839353,9.1,2023,Qtr 3,September,24,""
2023,Qtr 3,September,24,78565,On Time,5,9949559509,6.3,2023,Qtr 3,September,24,Traffic
2023,Qtr 3,September,24,92557,Significantly Delayed,29,891333736,3.22,2023,Qtr 3,September,24,Traffic
2023,Qtr 3,September,24,145470,Slightly Delayed,22,14735255352,7.54,2023,Qtr 3,September,24,Traffic
2023,Qtr 3,September,25,170786,On Time,-6,19621703024,12.45,2023,Qtr 3,September,25,""
2023,Qtr 3,September,25,154667,On Time,14,23086585689,7.7,2023,Qtr 3,September,25,Traffic
2023,Qtr 3,September,25,127754,Slightly Delayed,16,4233594957,5.59,2023,Qtr 3,September,25,Traffic
2023,Qtr 3,September,26,47985,On Time,-3,1469556300,3.95,2023,Qtr 3,September,26,""
2023,Qtr 3,September,26,179706,On Time,18,16354548904,9.44,2023,Qtr 3,September,26,Traffic
2023,Qtr 3,September,26,55802,Significantly Delayed,16,1204084245,4.5,2023,Qtr 3,September,26,Traffic
2023,Qtr 3,September,26,50594,Slightly Delayed,9,8023626961,1.49,2023,Qtr 3,September,26,Traffic
2023,Qtr 3,September,27,195418,On Time,-3,6995690484,8.08,2023,Qtr 3,September,27,""
2023,Qtr 3,September,27,236432,On Time,15,13929211945,12.65,2023,Qtr 3,September,27,Traffic
2023,Qtr 3,September,27,178398,Significantly Delayed,96,10618462713,6.17,2023,Qtr 3,September,27,Traffic
2023,Qtr 3,September,27,155569,Slightly Delayed,35,14685389010,10.51,2023,Qtr 3,September,27,Traffic
2023,Qtr 3,September,28,323144,On Time,-17,53399466619,13.17,2023,Qtr 3,September,28,""
2023,Qtr 3,September,28,85201,On Time,11,17836714201,11.74,2023,Qtr 3,September,28,Traffic
2023,Qtr 3,September,28,11104,Slightly Delayed,8,4252164097,4.88,2023,Qtr 3,September,28,Traffic
2023,Qtr 3,September,29,33003,On Time,-7,16838333867,5.21,2023,Qtr 3,September,29,""
2023,Qtr 3,September,29,133695,On Time,6,13888509159,5.23,2023,Qtr 3,September,29,Traffic
2023,Qtr 3,September,29,79352,Slightly Delayed,10,5891002534,3.92,2023,Qtr 3,September,29,Traffic
2023,Qtr 3,September,30,165531,On Time,-12,22353738990,9.98,2023,Qtr 3,September,30,""
2023,Qtr 3,September,30,87204,On Time,4,127277515,4.27,2023,Qtr 3,September,30,Traffic
2023,Qtr 3,September,30,93195,Significantly Delayed,47,15021673246,8.54,2023,Qtr 3,September,30,Traffic
2023,Qtr 3,September,30,13885,Slightly Delayed,8,310213322,3.14,2023,Qtr 3,September,30,Traffic
2023,Qtr 4,October,1,150223,On Time,-9,18948019106,10.09,2023,Qtr 4,October,1,""
2023,Qtr 4,October,1,74282,On Time,1,7094586913,4.54,2023,Qtr 4,October,1,Traffic
2023,Qtr 4,October,1,50066,Slightly Delayed,12,5936628691,4.61,2023,Qtr 4,October,1,Traffic
2023,Qtr 4,October,2,251023,On Time,-20,29224432374,16.18,2023,Qtr 4,October,2,""
2023,Qtr 4,October,2,115247,On Time,8,11805826883,7.78,2023,Qtr 4,October,2,Traffic
2023,Qtr 4,October,2,78204,Significantly Delayed,17,618929241,1.01,2023,Qtr 4,October,2,Traffic
2023,Qtr 4,October,2,86475,Slightly Delayed,10,120996684,0.68,2023,Qtr 4,October,2,Traffic
2023,Qtr 4,October,3,483149,On Time,-31,49959276073,21.69,2023,Qtr 4,October,3,""
2023,Qtr 4,October,3,94732,On Time,3,1485682761,4.92,2023,Qtr 4,October,3,Traffic
2023,Qtr 4,October,3,170091,Slightly Delayed,19,15081275863,7.27,2023,Qtr 4,October,3,Traffic
2023,Qtr 4,October,4,318932,On Time,-18,42597035388,25.17,2023,Qtr 4,October,4,""
2023,Qtr 4,October,4,111570,On Time,9,9361758696,10.56,2023,Qtr 4,October,4,Traffic
2023,Qtr 4,October,4,99092,Significantly Delayed,43,10036049403,5.17,2023,Qtr 4,October,4,Traffic
2023,Qtr 4,October,4,127126,Slightly Delayed,22,4905191849,4.54,2023,Qtr 4,October,4,Traffic
2023,Qtr 4,October,5,105859,On Time,-7,11906536758,6.14,2023,Qtr 4,October,5,""
2023,Qtr 4,October,5,199764,On Time,9,19871992023,7.52,2023,Qtr 4,October,5,Traffic
2023,Qtr 4,October,6,25584,On Time,0,4753989820,3.16,2023,Qtr 4,October,6,""
2023,Qtr 4,October,6,124235,On Time,4,7810714751,8.87,2023,Qtr 4,October,6,Traffic
2023,Qtr 4,October,7,54098,On Time,-9,17875084937,11.96,2023,Qtr 4,October,7,""
2023,Qtr 4,October,7,230107,On Time,11,20217664492,8.44,2023,Qtr 4,October,7,Traffic
2023,Qtr 4,October,7,113679,Significantly Delayed,74,16906012953,7.32,2023,Qtr 4,October,7,Traffic
2023,Qtr 4,October,8,170952,On Time,-13,29950019805,13.61,2023,Qtr 4,October,8,""
2023,Qtr 4,October,8,14324,On Time,2,8133246330,0.6,2023,Qtr 4,October,8,Traffic
2023,Qtr 4,October,8,182400,Significantly Delayed,56,10694542810,8.01,2023,Qtr 4,October,8,Traffic
2023,Qtr 4,October,9,172152,On Time,-12,21303971287,10.53,2023,Qtr 4,October,9,""
2023,Qtr 4,October,9,63449,On Time,6,9286347942,6.19,2023,Qtr 4,October,9,Traffic
2023,Qtr 4,October,9,135104,Significantly Delayed,40,3315512768,1.75,2023,Qtr 4,October,9,Traffic
2023,Qtr 4,October,9,304220,Slightly Delayed,69,26826662601,17.81,2023,Qtr 4,October,9,Traffic
2023,Qtr 4,October,10,163377,On Time,-7,11135189221,7.02,2023,Qtr 4,October,10,""
2023,Qtr 4,October,10,24358,On Time,3,13482451186,6.7,2023,Qtr 4,October,10,Traffic
2023,Qtr 4,October,10,187903,Significantly Delayed,49,4644746220,6.43,2023,Qtr 4,October,10,Traffic
2023,Qtr 4,October,10,48159,Slightly Delayed,15,9006983686,2.49,2023,Qtr 4,October,10,Traffic
2023,Qtr 4,October,11,215278,On Time,-11,20423537728,9.54,2023,Qtr 4,October,11,""
2023,Qtr 4,October,11,114183,On Time,6,9465103037,8.52,2023,Qtr 4,October,11,Traffic
2023,Qtr 4,October,11,51543,Slightly Delayed,15,909033820,3.04,2023,Qtr 4,October,11,Traffic
2023,Qtr 4,October,12,144248,On Time,-18,33416336247,17.76,2023,Qtr 4,October,12,""
2023,Qtr 4,October,12,3839,On Time,1,3097299525,2.93,2023,Qtr 4,October,12,Traffic
2023,Qtr 4,October,12,121249,Significantly Delayed,51,12212227810,2.8,2023,Qtr 4,October,12,Traffic
2023,Qtr 4,October,12,129754,Slightly Delayed,16,8984640460,3.33,2023,Qtr 4,October,12,Traffic
2023,Qtr 4,October,13,43749,On Time,-1,1542448934,2.36,2023,Qtr 4,October,13,""
2023,Qtr 4,October,13,65089,On Time,7,13146481816,7.5,2023,Qtr 4,October,13,Traffic
2023,Qtr 4,October,13,133116,Slightly Delayed,16,14761269421,5.43,2023,Qtr 4,October,13,Traffic
2023,Qtr 4,October,14,202934,On Time,-7,17171950840,6.51,2023,Qtr 4,October,14,""
2023,Qtr 4,October,14,244106,On Time,9,17038768076,11.1,2023,Qtr 4,October,14,Traffic
2023,Qtr 4,October,14,92064,Slightly Delayed,12,7322044533,4.98,2023,Qtr 4,October,13,Traffic
2023,Qtr 4,October,15,219957,On Time,-9,18896470745,15.8,2023,Qtr 4,October,15,""
2023,Qtr 4,October,15,255899,On Time,19,27930975143,7.91,2023,Qtr 4,October,15,Traffic
2023,Qtr 4,October,15,104566,Significantly Delayed,35,15170546665,8.56,2023,Qtr 4,October,15,Traffic
2023,Qtr 4,October,15,22900,Slightly Delayed,14,994840771,3.72,2023,Qtr 4,October,15,Traffic
2023,Qtr 4,October,16,255628,On Time,-8,21258967019,11.87,2023,Qtr 4,October,16,""
2023,Qtr 4,October,16,187623,On Time,7,9504285209,4.9,2023,Qtr 4,October,16,Traffic
2023,Qtr 4,October,16,86820,Significantly Delayed,30,2480913332,4.13,2023,Qtr 4,October,16,Traffic
2023,Qtr 4,October,16,21614,Slightly Delayed,8,708351411,1.91,2023,Qtr 4,October,16,Traffic
2023,Qtr 4,October,17,135296,On Time,-5,15836565838,7.32,2023,Qtr 4,October,17,""
2023,Qtr 4,October,17,206114,On Time,17,13504308515,11.21,2023,Qtr 4,October,17,Traffic
2023,Qtr 4,October,17,37678,Significantly Delayed,27,8806260669,1.2,2023,Qtr 4,October,17,Traffic
2023,Qtr 4,October,18,154079,On Time,-6,8874181589,3.26,2023,Qtr 4,October,18,""
2023,Qtr 4,October,18,96164,Slightly Delayed,35,14008884699,8.33,2023,Qtr 4,October,18,Traffic
2023,Qtr 4,October,19,140495,On Time,-9,15705873271,9.86,2023,Qtr 4,October,19,""
2023,Qtr 4,October,19,31883,On Time,1,442408751,3.45,2023,Qtr 4,October,19,Traffic
2023,Qtr 4,October,19,135573,Significantly Delayed,55,12754231179,5.81,2023,Qtr 4,October,19,Traffic
2023,Qtr 4,October,19,10225,Slightly Delayed,6,5059765199,4.53,2023,Qtr 4,October,19,Traffic
2023,Qtr 4,October,20,167926,On Time,-5,10371751010,8.09,2023,Qtr 4,October,20,""
2023,Qtr 4,October,20,92740,On Time,1,2581584982,2.11,2023,Qtr 4,October,20,Traffic
2023,Qtr 4,October,20,72799,Significantly Delayed,29,580528836,0.53,2023,Qtr 4,October,20,Traffic
2023,Qtr 4,October,21,179327,On Time,-7,18491209688,14.71,2023,Qtr 4,October,21,""
2023,Qtr 4,October,21,16416,On Time,4,4858560187,4.42,2023,Qtr 4,October,21,Traffic
2023,Qtr 4,October,21,16851,Slightly Delayed,7,2767430579,2.66,2023,Qtr 4,October,21,Traffic
2023,Qtr 4,October,22,256358,On Time,-9,25001823745,8.13,2023,Qtr 4,October,22,""
2023,Qtr 4,October,22,39511,On Time,5,3540524256,0.88,2023,Qtr 4,October,22,Traffic
2023,Qtr 4,October,22,120909,Slightly Delayed,18,11779395572,6.75,2023,Qtr 4,October,22,Traffic
2023,Qtr 4,October,23,231612,On Time,-13,16198116243,7.63,2023,Qtr 4,October,23,""
2023,Qtr 4,October,23,108368,On Time,6,16511582488,9.6,2023,Qtr 4,October,23,Traffic
2023,Qtr 4,October,23,61365,Slightly Delayed,10,9065873433,2.06,2023,Qtr 4,October,23,Traffic
2023,Qtr 4,October,24,222011,On Time,-10,12781351468,12.6,2023,Qtr 4,October,24,""
2023,Qtr 4,October,24,222772,On Time,11,35890565680,21.79,2023,Qtr 4,October,24,Traffic
2023,Qtr 4,October,24,79790,Significantly Delayed,17,6520584496,1.73,2023,Qtr 4,October,24,Traffic
2023,Qtr 4,October,24,86082,Slightly Delayed,28,5193843295,8.19,2023,Qtr 4,October,24,Traffic
2023,Qtr 4,October,25,64734,On Time,-4,3158981349,0.81,2023,Qtr 4,October,25,""
2023,Qtr 4,October,25,53728,Significantly Delayed,16,4339850858,2.16,2023,Qtr 4,October,25,Traffic
2023,Qtr 4,October,25,190064,Slightly Delayed,51,26229277952,16.1,2023,Qtr 4,October,25,Traffic
2023,Qtr 4,October,26,18102,On Time,-1,6395279829,2.65,2023,Qtr 4,October,26,""
2023,Qtr 4,October,26,164491,On Time,9,20439974032,6.46,2023,Qtr 4,October,26,Traffic
2023,Qtr 4,October,26,5005,Significantly Delayed,24,5374589112,1.35,2023,Qtr 4,October,26,Traffic
2023,Qtr 4,October,27,86615,On Time,-6,4112684625,4.74,2023,Qtr 4,October,27,""
2023,Qtr 4,October,27,8873,On Time,5,1812426683,2.72,2023,Qtr 4,October,27,Traffic
2023,Qtr 4,October,27,32044,Significantly Delayed,17,685688121,3.89,2023,Qtr 4,October,27,Traffic
2023,Qtr 4,October,28,341794,On Time,-6,25638349032,18.33,2023,Qtr 4,October,28,""
2023,Qtr 4,October,28,84946,On Time,10,15451748916,4.74,2023,Qtr 4,October,28,Traffic
2023,Qtr 4,October,28,85512,Slightly Delayed,20,11986802567,5.15,2023,Qtr 4,October,28,Traffic
2023,Qtr 4,October,29,176565,On Time,-13,26458154423,11.23,2023,Qtr 4,October,29,""
2023,Qtr 4,October,29,26555,On Time,9,5220907218,5.27,2023,Qtr 4,October,29,Traffic
2023,Qtr 4,October,29,108992,Significantly Delayed,54,8806769101,8.43,2023,Qtr 4,October,29,Traffic
2023,Qtr 4,October,29,33474,Slightly Delayed,6,1643246998,2.96,2023,Qtr 4,October,29,Traffic
2023,Qtr 4,October,30,53286,On Time,-4,7816246896,6.33,2023,Qtr 4,October,30,""
2023,Qtr 4,October,30,334435,On Time,13,36135174729,17.01,2023,Qtr 4,October,30,Traffic
2023,Qtr 4,October,31,61790,On Time,-1,2567996236,1,2023,Qtr 4,October,31,""
2023,Qtr 4,October,31,185332,On Time,11,30461304938,11.17,2023,Qtr 4,October,31,Traffic
2023,Qtr 4,October,31,155568,Slightly Delayed,23,16894953546,4.57,2023,Qtr 4,October,31,Traffic
2023,Qtr 4,November,1,265683,On Time,-17,31704540168,15.18,2023,Qtr 4,November,1,""
2023,Qtr 4,November,1,51672,On Time,9,14551413514,8.5,2023,Qtr 4,November,1,Traffic
2023,Qtr 4,November,1,149289,Significantly Delayed,54,4271653295,2.07,2023,Qtr 4,November,1,Traffic
2023,Qtr 4,November,1,117763,Slightly Delayed,31,13536924240,10.43,2023,Qtr 4,November,1,Traffic
2023,Qtr 4,November,2,273115,On Time,-9,23482904871,13.5,2023,Qtr 4,November,2,""
2023,Qtr 4,November,2,200823,On Time,14,33924333184,12.43,2023,Qtr 4,November,2,Traffic
2023,Qtr 4,November,2,60743,Significantly Delayed,51,4893488688,4.23,2023,Qtr 4,November,2,Traffic
2023,Qtr 4,November,3,199750,On Time,-10,43216308231,17.28,2023,Qtr 4,November,3,""
2023,Qtr 4,November,3,73397,On Time,6,13212037387,2.17,2023,Qtr 4,November,3,Traffic
2023,Qtr 4,November,3,52741,Significantly Delayed,23,2329563439,2.91,2023,Qtr 4,November,2,Traffic
2023,Qtr 4,November,3,151450,Slightly Delayed,29,17498977831,8.25,2023,Qtr 4,November,3,Traffic
2023,Qtr 4,November,4,112941,On Time,-7,17982933403,14.67,2023,Qtr 4,November,4,""
2023,Qtr 4,November,4,206327,On Time,9,27172872041,7.66,2023,Qtr 4,November,4,Traffic
2023,Qtr 4,November,4,1328,Significantly Delayed,21,8615488922,3.94,2023,Qtr 4,November,4,Traffic
2023,Qtr 4,November,4,140246,Slightly Delayed,22,14457428225,4.2,2023,Qtr 4,November,4,Traffic
2023,Qtr 4,November,5,47972,On Time,-7,4453493558,8.95,2023,Qtr 4,November,5,""
2023,Qtr 4,November,5,89511,On Time,9,3539440604,5.69,2023,Qtr 4,November,5,Traffic
2023,Qtr 4,November,5,14664,On Time,-1,7590827828,4.15,2023,Qtr 4,November,6,""
2023,Qtr 4,November,5,76019,Significantly Delayed,55,10684482571,7.4,2023,Qtr 4,November,5,Traffic
2023,Qtr 4,November,6,227004,On Time,-12,16564014719,7.8,2023,Qtr 4,November,6,""
2023,Qtr 4,November,6,257678,On Time,11,16246758430,10.6,2023,Qtr 4,November,6,Traffic
2023,Qtr 4,November,6,73787,Slightly Delayed,9,9848366909,1.33,2023,Qtr 4,November,6,Traffic
2023,Qtr 4,November,7,84220,On Time,-5,10116671094,5.55,2023,Qtr 4,November,7,""
2023,Qtr 4,November,7,123609,Slightly Delayed,16,14781089335,3.01,2023,Qtr 4,November,7,Traffic
2023,Qtr 4,November,8,66580,On Time,-4,2718348206,2.16,2023,Qtr 4,November,8,""
2023,Qtr 4,November,8,214382,On Time,10,10642104679,5.75,2023,Qtr 4,November,8,Traffic
2023,Qtr 4,November,8,79438,Significantly Delayed,50,7294831395,6.77,2023,Qtr 4,November,8,Traffic
2023,Qtr 4,November,8,167729,Slightly Delayed,16,12063035282,4.6,2023,Qtr 4,November,8,Traffic
2023,Qtr 4,November,9,213041,On Time,-6,8913711986,12.33,2023,Qtr 4,November,9,""
2023,Qtr 4,November,9,39241,Slightly Delayed,7,2978719561,1.83,2023,Qtr 4,November,9,Traffic
2023,Qtr 4,November,10,56254,On Time,-1,9623306038,3.54,2023,Qtr 4,November,10,""
2023,Qtr 4,November,10,90628,On Time,6,12171277724,8.64,2023,Qtr 4,November,10,Traffic
2023,Qtr 4,November,10,110255,Significantly Delayed,41,2154551678,4,2023,Qtr 4,November,10,Traffic
2023,Qtr 4,November,10,188792,Slightly Delayed,48,28101084381,13.82,2023,Qtr 4,November,10,Traffic
2023,Qtr 4,November,11,153045,On Time,-15,24694544700,13.37,2023,Qtr 4,November,11,""
2023,Qtr 4,November,11,34078,On Time,3,2116712588,4.26,2023,Qtr 4,November,11,Traffic
2023,Qtr 4,November,11,608,Slightly Delayed,7,4395604675,3.77,2023,Qtr 4,November,11,Traffic
2023,Qtr 4,November,12,12717,On Time,-4,9721870982,3.31,2023,Qtr 4,November,12,""
2023,Qtr 4,November,12,108605,On Time,6,4725735989,6.64,2023,Qtr 4,November,12,Traffic
2023,Qtr 4,November,12,99111,Significantly Delayed,32,10221803831,7.11,2023,Qtr 4,November,12,Traffic
2023,Qtr 4,November,12,135065,Slightly Delayed,26,19584061616,4.72,2023,Qtr 4,November,12,Traffic
2023,Qtr 4,November,13,123969,On Time,-8,25068725032,10.34,2023,Qtr 4,November,13,""
2023,Qtr 4,November,13,38696,Significantly Delayed,42,12372266453,6.74,2023,Qtr 4,November,13,Traffic
2023,Qtr 4,November,13,136831,Slightly Delayed,32,17988924109,10.24,2023,Qtr 4,November,13,Traffic
2023,Qtr 4,November,14,75972,On Time,-4,7714805224,3.26,2023,Qtr 4,November,14,""
2023,Qtr 4,November,14,143490,On Time,8,13459001364,3,2023,Qtr 4,November,14,Traffic
2023,Qtr 4,November,14,83322,Slightly Delayed,11,8952094523,2.81,2023,Qtr 4,November,14,Traffic
2023,Qtr 4,November,15,259913,On Time,-17,28733701220,14.21,2023,Qtr 4,November,15,""
2023,Qtr 4,November,15,145120,On Time,4,3389716731,5.87,2023,Qtr 4,November,15,Traffic
2023,Qtr 4,November,15,116911,Significantly Delayed,37,9379376079,2.87,2023,Qtr 4,November,15,Traffic
2023,Qtr 4,November,15,103169,Slightly Delayed,26,18981774862,5.49,2023,Qtr 4,November,15,Traffic
2023,Qtr 4,November,16,130410,On Time,-7,14458954467,5.78,2023,Qtr 4,November,16,""
